InvestorID,CompanyID
123,7924
124,25523
124,38655
124,33862
124,69125
124,45336
125,76792
125,48528
125,69543
125,88206
126,29950
126,6482
127,28996
127,63292
127,19699
127,90904
127,71480
127,51640
127,91942
127,57891
128,75309
128,58574
128,18523
128,17469
128,84964
128,1924
128,83062
128,73932
128,96228
129,23708
129,1472
130,19485
130,48066
130,32439
130,4300
130,19986
131,78724
131,74188
131,10136
131,69973
131,91880
131,18801
131,86638
131,60966
132,49758
133,11229
133,1335
133,93948
133,73050
133,18425
133,37861
133,28809
133,38341
133,48931
134,19155
135,4962
135,10627
135,73845
136,39172
136,47017
136,42633
136,15899
136,8494
136,35593
136,62968
136,13778
136,25098
137,59409
137,17160
137,84180
137,60810
137,10648
138,39578
138,5017
139,71235
140,84760
140,83909
140,43067
140,71803
140,26929
141,86470
141,49817
141,42217
141,21668
141,3169
141,59828
142,97660
142,69500
142,71437
142,97841
142,96301
142,33395
142,76915
142,73513
143,32760
143,89052
144,62504
144,834
144,2084
144,69197
144,42153
144,88280
144,90323
144,76007
144,95843
145,62209
145,30943
145,9537
145,36980
145,8014
145,67713
145,49164
145,59120
145,7083
146,90598
146,54657
146,40340
146,87618
146,90439
147,4234
147,71073
147,67444
147,77742
147,29406
147,63391
147,60003
148,44460
148,99041
148,73805
149,99826
149,29741
149,40398
149,19126
150,89941
150,86734
150,55421
150,34686
150,49029
150,29178
150,15223
151,72605
151,82981
151,67611
151,21441
151,23589
151,75415
151,37678
152,36230
152,63879
152,35900
153,34764
153,71931
153,55089
153,6688
154,46762
154,52840
155,17226
155,93144
155,35246
155,59321
155,672
156,61323
156,2930
156,32897
156,16441
157,41735
157,71841
157,19570
157,95990
157,15439
157,3822
157,67728
157,47493
158,14923
158,22824
158,66588
158,59731
158,20676
158,20825
158,82898
158,55231
159,55324
159,61152
160,26242
160,95212
160,72176
160,60938
160,33112
160,64383
160,61850
160,8309
160,40662
161,88396
161,6710
161,96524
161,8005
161,17344
161,274
161,69124
161,32504
161,87447
162,44878
162,43060
162,10702
162,58167
162,87284
162,94660
163,26771
163,8990
163,65473
163,30664
164,46828
164,15519
164,46732
164,33121
164,43892
164,78091
164,31161
165,79758
165,8330
166,72055
166,81854
166,37039
166,81834
166,1741
166,10747
166,96215
166,31071
167,48637
167,54428
167,51390
167,15312
167,64970
167,47854
167,15689
167,25889
168,52749
168,55902
168,33667
168,21785
168,71600
168,89134
169,89072
169,63291
169,33762
169,44360
169,66217
169,70266
169,32921
170,69301
171,83390
171,22931
171,73118
171,5131
171,84935
171,70742
171,79234
172,44776
172,99256
173,69559
173,86978
173,3077
173,1953
173,98971
173,27106
173,83756
173,16708
174,79041
174,22688
174,28878
174,84872
174,70514
175,552
176,87533
177,15853
177,45998
178,41168
179,4748
179,51630
179,16136
179,11937
179,44213
179,3238
180,86953
180,1460
180,20848
180,40669
180,88677
180,38779
180,86594
180,44959
181,43222
181,25428
181,22064
181,90662
182,41052
182,4106
182,31417
183,17832
183,98796
183,98849
183,78462
183,49724
183,61492
183,60904
183,15655
183,62744
184,19735
185,78366
185,14097
185,44964
185,48716
185,45952
185,27073
186,46913
186,40068
186,91948
186,74863
187,83895
188,62579
188,14999
188,24263
188,89516
189,85577
189,68308
189,46566
189,15408
189,77771
189,52163
189,55213
189,46306
190,5460
190,54786
190,52389
190,36609
190,77577
190,87450
190,39582
190,80049
190,98131
191,39898
191,16422
191,42794
191,14473
191,57284
191,70161
192,82040
192,32801
192,70889
192,87861
192,21024
192,16438
192,70180
192,26809
193,14426
193,36409
194,84373
194,4394
194,14836
195,26789
195,82043
196,93731
196,19868
196,81127
196,57495
196,52509
197,62709
197,66574
197,63874
197,23105
197,34975
197,20579
198,95030
199,13185
199,98310
199,81376
200,55934
200,33738
200,53012
200,55558
200,31503
201,25828
201,13619
201,50600
201,35037
201,8586
201,1233
202,46147
202,85360
202,40504
202,32250
202,65474
202,1893
202,44846
203,97467
203,40923
203,63834
203,67754
203,8219
204,58663
204,94212
204,37217
204,93312
205,82697
205,35239
205,40321
205,10293
205,23218
205,39386
205,27861
205,19700
205,92699
206,45518
206,65671
206,74602
206,6389
206,30367
206,16569
206,46619
206,94924
206,10114
207,57102
207,44804
207,63691
207,87152
208,70704
208,11126
209,2449
210,54674
210,52547
210,89013
211,99313
211,43979
211,83389
211,64158
211,19403
211,41909
211,64621
211,35803
211,14588
212,19531
212,44976
212,70873
212,76932
212,57508
212,45993
213,21551
213,80190
213,33595
214,14494
214,11651
215,56868
215,11130
215,65704
215,18724
215,93540
215,79992
215,52024
215,81781
215,58890
216,70633
216,6285
216,862
216,56091
217,20264
217,27406
217,48211
217,1295
217,49176
217,53071
217,72288
217,35067
218,534
218,64105
218,94765
218,53734
219,39858
219,70224
219,36253
219,79363
220,5915
220,85647
220,85660
220,2500
220,86799
220,38058
220,95490
220,99330
220,61012
221,37132
221,22798
221,60219
222,59598
222,23020
222,94053
222,3032
223,50943
223,20589
223,61239
223,35091
223,94890
223,45342
224,74953
224,86397
224,57248
224,80814
224,26292
225,92309
225,5319
225,56321
225,90837
225,66089
225,66144
225,75211
225,1376
226,81047
226,69703
226,39343
226,73819
226,21863
227,19549
227,97270
228,73858
229,35675
229,61494
229,27285
229,36548
229,27063
229,19735
229,37424
229,74166
230,16040
230,15575
230,7462
230,60462
230,5341
231,80967
231,52889
231,83861
231,54242
231,39992
231,61819
231,74898
232,76095
232,3715
232,13488
232,78008
232,26568
232,13104
232,10947
232,85863
232,25085
233,12287
234,83795
234,11508
234,84403
234,58311
234,32327
234,10643
234,33851
234,98861
235,30042
235,46720
235,75947
235,93624
235,69081
235,71893
235,51557
235,58475
236,71508
237,49167
237,23721
237,60661
237,54741
238,74909
238,40491
238,62449
238,27746
238,69050
239,30382
240,77810
240,85576
240,54808
241,80731
242,34501
242,45429
242,26086
242,27245
242,64374
242,28819
242,11309
242,58898
242,8822
243,68886
243,15624
244,78788
244,93782
245,41730
245,46126
245,22600
245,7987
245,5235
245,96428
245,88995
245,15649
246,85067
246,74091
246,41452
246,94408
246,896
246,21829
247,61952
247,12187
247,37966
247,55814
247,58932
248,90071
248,64738
248,77543
248,45654
248,49809
248,68788
248,41188
249,87174
249,34469
249,18581
249,72380
249,75214
249,63036
249,12144
249,97011
249,67406
250,20844
251,8982
251,73689
251,3784
251,4271
251,22018
251,279
251,57659
251,66657
252,51105
252,43348
253,1068
253,3163
253,55693
253,64075
253,47227
253,69132
254,93263
255,81576
255,77348
255,47815
255,74711
255,58278
255,53667
255,85964
255,85559
255,45872
256,32874
256,87936
256,81858
256,85004
256,17333
257,41297
257,2208
257,39954
257,71277
257,85700
258,32363
258,85065
258,60570
258,84952
258,45224
258,41051
258,23421
258,29887
259,74474
259,27880
259,64392
259,32584
259,81038
260,2888
260,9903
261,11198
262,92195
263,73508
263,68145
263,37915
263,42169
263,27769
263,28645
263,70584
263,85026
264,84208
265,78168
265,16632
265,97259
265,10232
265,77275
265,12080
265,96056
265,85969
266,41062
266,73262
266,77163
266,28526
266,2001
266,98691
266,78382
266,10137
267,8467
267,99480
267,59286
267,5814
267,73307
267,42335
267,7516
267,42617
267,47541
268,8243
268,3642
268,51632
268,30257
268,56966
268,92957
268,19264
268,37818
268,55918
269,47838
269,2252
269,75693
269,23443
269,81862
269,12145
269,27246
270,66834
270,15514
270,23760
271,5284
271,77958
271,41868
272,66169
272,278
272,56990
272,79086
273,53679
273,49361
273,25294
273,59211
273,46273
274,18614
274,9938
275,89621
275,14585
275,30075
275,18283
275,87433
275,136
275,81277
275,1205
276,58824
276,83117
276,93472
276,5452
276,91837
276,24672
276,74490
277,60362
277,76475
277,37211
277,84955
277,24707
277,58706
277,20289
278,2708
278,25411
278,89978
278,13474
278,94955
278,25887
279,29112
279,76975
279,13348
280,59749
280,97483
280,27392
280,23475
281,10374
281,55397
281,21379
281,90707
281,28327
282,91913
283,46298
283,54644
283,88160
283,82771
283,91438
283,79059
283,23174
283,31038
284,91975
284,75336
284,5273
284,49417
285,71786
285,28287
285,61174
285,18963
285,50586
285,26739
286,74596
286,21731
286,95821
286,15999
287,97157
287,96643
287,86305
287,60037
287,45169
287,7718
287,777
287,53007
288,23076
288,42914
288,73717
288,29237
288,24516
288,69032
288,66902
288,19721
289,66433
289,71291
289,14571
289,89930
289,3559
289,77827
289,20201
290,70905
290,86944
290,58319
290,23573
290,15470
290,21068
291,9389
291,6618
291,12118
291,61779
291,90279
291,50534
291,56328
291,25722
291,47134
292,96030
292,29924
292,9009
292,30756
292,41691
292,77635
292,43369
292,69750
293,85304
294,36397
294,29355
294,62527
294,46895
295,33736
295,97247
295,58653
295,59576
295,90181
295,68120
296,73922
296,25792
296,80403
296,38953
296,68015
296,9157
297,17333
297,39806
297,87443
297,73537
297,61280
298,35653
298,45435
298,97603
298,92068
298,11112
299,80542
299,71388
299,60154
299,2897
299,24400
299,73248
299,28813
299,89371
300,25791
300,11484
300,16381
300,48844
301,54147
301,78867
301,85135
301,4180
301,74691
301,13873
302,20729
302,90980
302,53307
302,41086
302,183
302,55952
303,11884
303,35256
303,77319
304,13303
304,94889
305,88740
305,43161
305,49379
305,53048
305,9308
305,12474
305,28980
305,95476
305,39575
306,70739
306,4685
306,44275
307,88594
307,35458
307,82384
307,89546
308,82913
308,23629
308,7984
308,86998
308,60279
308,14051
308,94930
308,13959
309,30199
309,54430
309,69070
310,64165
310,14850
310,47871
310,40537
310,16474
310,74909
310,25951
311,43753
311,6016
312,98219
312,49469
312,36626
312,31208
312,13940
312,9214
312,69845
312,18914
313,6954
314,62615
314,21990
314,17314
315,26804
315,6945
315,85250
315,25811
315,38730
315,85806
315,76956
315,18648
315,15179
316,64536
316,43990
316,4894
316,73566
317,56020
317,87957
317,73834
317,41109
317,46220
317,1341
317,65648
317,21397
318,76194
318,33822
318,32796
318,64474
318,35178
318,28221
319,84973
319,27278
320,59210
320,15501
320,65917
320,23768
320,16118
320,65579
320,95960
320,24952
321,99514
321,45791
321,3002
322,66943
322,89631
322,37507
322,76652
322,87519
323,88249
323,79202
323,83577
323,82165
324,50045
324,9183
324,6992
324,80413
324,40811
324,25423
325,1639
326,30340
326,89904
327,93420
327,44468
327,41350
328,1467
328,49720
328,12128
328,31174
329,77088
329,55602
329,96231
329,92912
330,18979
330,35682
330,47378
330,28362
330,85636
331,14302
332,22042
332,93998
332,55816
332,77475
332,44129
333,58467
333,20768
333,64399
334,32706
334,37385
334,2592
334,95698
335,71929
335,54554
335,42247
335,14767
335,38460
335,73511
335,1320
336,2476
336,8053
336,88762
336,78488
336,4351
336,71919
336,9397
337,86565
337,67841
337,68872
337,7108
337,52334
337,54437
337,24513
337,5322
337,29699
338,23382
338,8434
339,83232
339,58842
339,95214
339,49994
339,71770
339,97371
339,58408
340,54774
340,20786
340,18791
340,55209
340,10083
340,91719
340,75209
340,27012
341,54028
341,1157
341,11327
341,49231
341,33398
341,24868
341,36683
341,58006
342,50524
342,64910
342,28784
342,87298
342,92762
342,9906
342,61607
342,16106
342,1047
343,92177
343,13121
343,10727
343,65046
343,60917
343,52508
343,78037
343,3877
344,33767
344,73685
344,59317
344,26822
344,50088
344,42412
344,68107
345,79779
345,91179
345,82709
345,66541
345,65026
345,97661
345,10165
345,75608
345,5238
346,20580
347,61938
347,83783
347,91700
347,17084
347,42202
347,89769
348,36753
348,36584
348,60408
348,85997
348,34324
348,76306
349,94816
349,17647
349,46130
349,72494
349,22602
349,51845
349,19262
349,4384
349,50922
350,48085
350,29296
351,95276
351,37786
351,94121
351,55836
351,49301
352,43518
352,75024
352,92779
352,85075
352,34625
353,14267
353,13919
353,36645
353,41942
353,10227
353,26391
353,80701
354,35355
354,10720
354,56837
354,43558
355,55368
355,34203
355,72042
355,14243
355,54904
355,97800
355,38467
355,12211
355,9648
356,77100
356,71417
357,35432
357,39405
357,15879
357,51966
357,5758
357,9921
357,19367
358,45612
358,34304
358,27538
358,41877
358,18826
358,7917
358,70771
359,86838
359,37897
359,26884
359,22572
359,14698
359,47018
359,12293
359,26246
360,3496
360,21910
360,79297
360,30828
360,62722
360,7938
361,53781
362,12241
362,78770
362,44036
362,45898
362,63526
363,32407
363,17419
364,49955
364,62360
364,74925
364,66593
364,72718
364,71107
364,39617
364,44112
364,56548
365,14508
365,86783
365,11004
365,65662
365,46649
365,21930
366,61681
366,55245
366,93050
367,8599
367,95043
367,74166
367,13522
367,86426
367,52060
367,70477
367,42731
367,48249
368,24481
368,96590
368,64805
368,38143
368,79878
368,76512
368,45567
368,57030
369,45462
369,57536
369,92829
369,51544
369,92151
370,23130
370,49373
370,78230
370,10363
370,94832
370,63057
370,68728
370,93513
371,35196
371,87000
371,75780
371,9077
371,29329
371,56951
372,86565
373,72578
373,33344
373,45013
374,7988
375,1455
375,39715
375,56214
375,42669
376,54335
376,93055
376,28511
376,26726
377,29811
377,16526
377,7214
377,75452
377,54916
377,83202
377,85576
377,71091
378,93478
378,92485
378,76420
378,5119
378,47742
378,63520
379,60440
379,22568
379,80670
379,37715
379,99581
380,84106
380,96914
380,5774
380,51367
380,65959
380,70551
381,82046
381,99518
381,27672
381,88491
381,21
381,16557
381,10421
381,95340
381,69929
382,27004
382,53548
382,77223
382,29688
382,70198
382,32671
383,6813
383,6712
384,65768
385,38951
385,78579
385,69924
385,87343
385,1499
385,53324
386,65951
386,58995
386,46294
386,1129
386,68343
387,45801
387,26184
387,14189
387,29
387,16455
387,47844
387,39784
387,21007
388,11919
388,32341
389,35514
389,29062
389,67719
390,36848
390,60946
390,62409
390,82947
390,91612
390,63188
390,72916
390,49280
391,60431
391,52016
391,40579
392,38074
392,36128
393,83639
393,24633
393,18790
393,41703
394,36083
394,27785
394,78988
394,93058
394,3346
394,49525
394,34765
394,20753
395,34881
395,51399
395,30360
395,91883
395,93923
396,10527
396,42256
397,97379
397,9314
397,35128
397,75378
397,95831
397,45400
397,97098
398,86080
399,93629
399,17007
399,30311
399,98885
399,60148
399,36956
400,21540
400,97640
400,36608
400,50
400,74914
400,13214
400,25174
400,27565
401,74651
401,80639
401,7025
401,66111
401,94806
401,96376
402,34952
402,57023
402,6708
403,43738
403,29812
403,63753
403,67635
403,94729
403,36576
403,93125
403,26718
403,35873
404,9283
404,75229
404,85845
404,20845
404,94083
405,68652
405,6990
405,23406
405,59288
405,93511
405,82525
405,70927
405,76976
405,31384
406,48022
407,29059
407,68132
407,42472
407,61033
407,99465
408,4612
408,38038
408,98813
408,82249
408,70683
408,91438
409,27514
409,44445
410,27231
410,29854
410,45886
410,2040
411,24943
411,36957
411,4686
411,50111
411,76464
411,16032
411,73364
411,85014
412,84844
412,44397
412,19793
412,51927
413,31986
413,26046
413,33397
413,45109
414,700
414,7085
414,12260
414,15982
414,81327
414,77109
414,45041
415,79008
415,44042
415,52253
415,94748
415,86638
415,62177
415,9474
415,27016
415,97713
416,19148
416,16933
416,31389
416,97197
416,88916
416,64101
417,60401
417,37736
417,31846
417,93399
417,40585
417,86983
417,10203
418,65117
418,76203
418,84014
418,48618
418,78356
418,11018
418,73877
418,80586
418,86039
419,45460
419,44451
420,55096
420,76738
420,84635
420,27297
420,19181
420,34039
421,30721
421,21850
421,91905
421,21208
421,83196
421,36681
421,63131
421,8878
422,53266
422,60747
422,84622
422,6777
422,66580
422,14751
422,50272
422,48894
422,91275
423,91830
423,69816
423,87958
423,58473
423,7119
423,6694
423,79275
424,50390
425,14615
425,5458
425,26682
426,66117
426,96880
426,7375
427,50156
427,66499
427,67318
427,76138
427,58198
427,75997
428,36704
428,43756
428,69689
428,91183
428,81498
428,72260
428,72326
428,6376
428,95445
429,97178
430,12880
430,50229
430,48623
430,33823
431,42647
431,14921
432,43062
432,69266
432,69457
433,42913
433,25763
434,2238
434,4513
434,91700
434,11940
434,46871
435,92337
435,39275
435,20590
435,91937
435,56505
436,21198
436,70763
436,94945
436,80780
436,23794
437,64664
437,74807
437,14947
437,35319
438,91949
438,18566
438,11813
438,93864
438,56229
438,38140
438,38304
438,92519
438,55304
439,35267
439,42348
439,81951
440,50824
440,6949
440,64627
440,66498
440,83927
440,5728
440,17305
440,93467
441,4952
442,20331
442,84837
442,37772
442,40912
442,59476
442,76282
443,68296
443,48544
443,43450
443,41385
443,32659
443,44225
443,24882
444,50940
444,68289
444,99923
444,89744
444,50256
444,29756
444,57907
444,40815
444,79080
445,5919
446,89358
447,79579
447,91927
447,4412
447,13632
447,66307
448,51102
448,95481
448,25468
448,8661
448,71659
448,28865
448,81610
448,81525
448,90067
449,56122
449,96273
449,11830
450,96279
450,87252
450,21715
450,39424
450,20887
450,50552
451,31208
451,98643
451,80284
451,60530
451,16675
451,94056
451,36452
452,79784
452,73337
452,31792
452,76053
452,85751
452,45294
452,87004
453,72085
453,85438
454,13064
454,52288
454,22434
454,39933
454,92058
454,3012
454,69529
455,93786
455,57498
456,10702
456,15151
456,81552
456,7935
456,1027
456,7707
456,82136
456,79489
456,8677
457,37746
457,46469
457,36492
457,94282
457,93816
457,20482
457,44893
457,24197
458,39865
458,70663
458,91865
458,2605
458,71048
458,41005
458,8497
459,30379
459,27579
459,32807
459,19786
460,68497
460,21696
460,64156
460,65244
460,59237
460,27494
461,34884
461,61681
461,9832
461,7921
461,10424
461,47703
462,31825
462,99611
463,34666
463,68005
463,36665
463,95691
463,49794
463,38563
463,10881
463,18304
464,26878
465,77168
465,70631
465,99337
465,95054
465,60501
465,9915
465,58086
465,29235
465,98152
466,92959
466,96605
466,52251
466,92781
466,64219
466,98872
466,5075
466,83781
466,33478
467,77001
467,51885
467,88767
467,12284
467,42260
468,11672
468,59894
468,393
468,32237
468,53294
468,23015
468,9832
469,2292
469,49286
469,52768
470,32154
470,53393
470,3323
470,81979
470,82978
470,70873
471,63624
471,82103
471,96053
472,40787
472,26533
472,37991
472,46538
472,43979
473,99883
474,60858
474,82339
474,19760
474,22774
474,16559
474,4340
474,70442
474,20332
475,10905
475,54719
475,17399
475,3026
475,59286
475,56793
475,67972
475,59562
476,66517
476,48002
476,60875
476,86842
476,94677
477,97787
477,13106
477,41752
478,95702
478,37605
478,67054
478,43112
478,21706
478,57602
478,83177
478,26382
479,58497
480,34246
480,80594
480,78221
480,49761
481,61027
481,91520
481,77705
481,41572
481,63250
481,76330
481,79044
481,13353
482,85013
482,74379
482,65237
482,88098
482,97318
482,82124
482,76426
482,19823
482,30438
483,96766
483,54785
483,90509
484,99216
484,1110
485,71036
485,45652
485,6522
485,9576
485,82095
485,12437
485,51433
485,35084
486,74735
486,99440
486,84526
486,66882
486,80481
486,57955
486,7125
487,14589
487,78012
488,35373
488,88998
488,92237
488,62156
488,45560
488,96540
488,28262
489,66724
490,75353
490,16642
490,74221
490,35877
490,57735
490,92844
490,80799
490,29692
490,45156
491,3840
491,17429
491,6512
491,69051
491,29790
491,15261
492,65063
493,37204
493,79563
493,19652
493,21984
493,61768
493,43615
493,27723
493,85272
494,16184
494,59746
494,39267
494,95903
494,43423
494,58416
494,65208
495,27905
495,60533
495,53358
495,92902
495,63459
495,35180
495,76195
495,10697
495,61235
496,44697
496,78585
496,79461
496,53492
496,95887
497,49820
497,74581
497,3680
497,74140
498,45520
498,32302
498,63406
499,67209
499,9902
499,21054
499,18981
499,61749
499,19722
499,53318
499,74614
500,16327
500,50601
500,34684
500,35405
500,2714
500,75879
500,93842
500,86882
500,23423
501,59124
501,22188
501,63916
501,35778
501,36360
501,3719
501,91524
501,64298
502,74849
502,46673
502,82883
502,5384
502,16539
502,20876
502,87115
502,76112
502,1630
503,78590
503,32307
503,89373
503,55238
503,65750
503,4736
503,19847
503,62777
504,8138
504,34844
504,73318
504,48710
504,60560
505,75686
506,12338
506,31188
506,80782
507,86461
507,30641
507,88957
507,3396
508,36936
508,57491
508,89337
508,68880
508,40716
508,9672
508,16080
509,47253
509,44263
509,83218
509,65817
509,47174
510,78447
510,26805
510,76497
510,58309
510,25100
510,82
511,83838
512,97509
512,60990
513,46418
513,20192
514,7882
514,12318
514,64789
514,33652
514,37118
514,15041
515,21673
515,80205
515,63319
515,81998
515,59651
515,23834
515,595
516,96543
516,42951
516,3522
517,56926
517,35998
517,59698
517,82138
517,987
517,89678
517,66466
518,32809
518,92301
518,78226
519,93241
519,49179
519,96208
519,32027
519,32423
519,35530
519,18371
520,62877
520,77423
520,18166
520,34623
521,44298
521,71590
522,24229
522,54887
522,12388
522,723
522,41633
522,42436
522,80112
522,64327
522,58453
523,14277
523,88476
524,73174
524,84284
524,78285
525,68658
525,25892
525,46385
525,93091
525,30684
525,358
525,63986
526,47490
526,74346
527,36045
527,26468
527,70585
527,19207
527,68374
527,15891
527,98781
528,67844
528,40420
529,93111
529,29401
529,719
529,87857
529,99028
529,1425
529,28708
530,46805
530,57277
530,36209
530,5734
530,29302
530,68108
530,89727
530,95040
530,15532
531,77132
531,80593
531,50365
531,49530
531,55367
531,76536
531,18827
532,73173
532,31515
532,7980
533,60354
534,8326
534,23455
534,83550
534,74922
535,85249
535,42713
535,74183
535,92716
535,81954
535,71092
535,32514
535,31005
536,70304
536,46384
536,25013
536,25423
536,53912
536,85094
536,84231
536,45167
537,56123
537,24109
537,38987
537,18265
537,17159
537,91992
537,72074
538,80468
538,13635
538,184
538,72996
538,31652
538,90912
538,19409
538,1566
538,29304
539,83741
539,84539
539,14349
539,55212
539,21619
539,45876
540,75486
540,45218
541,35246
541,80816
541,95844
542,97597
542,74200
542,63267
542,83534
542,18396
542,26259
543,74822
543,70768
543,36991
543,28745
543,16210
544,70546
544,42661
544,20939
544,24665
544,935
544,4285
545,48458
545,69977
545,43205
545,72709
545,69187
545,49884
545,70929
545,88521
546,15231
546,63342
547,22955
548,6574
549,77972
549,77674
549,75953
549,86408
549,15758
549,88852
549,75126
549,16405
550,32380
550,53114
550,90404
550,17513
550,34373
551,60161
551,65641
551,72994
551,65388
551,4392
551,20356
551,27461
551,31696
551,43281
552,82218
552,62463
